,metric,value,fold,target
0,MSE,1.2251310348510742,1,AR
1,MAE,0.8290390372276306,1,AR
2,MdAE,0.6452431678771973,1,AR
3,ACPER,0.008716707021791767,1,AR
4,MAPE,-0.5625774264335632,1,AR
5,RMSE,1.106856346130371,1,AR
6,MSE,1.1778970956802368,2,AR
7,MAE,0.8107799887657166,2,AR
8,MdAE,0.6267398595809937,2,AR
9,ACPER,0.009205426356589148,2,AR
10,MAPE,0.44568416476249695,2,AR
11,RMSE,1.085309624671936,2,AR
