,loss,val_loss
0,4.759779583743929,4.66144877578273
1,4.639022408039748,4.584446075323856
2,4.583374621504444,4.54285037243005
3,4.548824930306497,4.510198565396395
4,4.51308481572038,4.4828389971184
5,4.482548393868361,4.459447567679665
6,4.454949395131257,4.43737045692675
7,4.4317970472155706,4.418866056384462
8,4.407855316744012,4.401503234632087
9,4.387039935040416,4.3857007517959135
10,4.366057018390868,4.369912968259869
11,4.3482097240106246,4.356843655904134
12,4.32583359771433,4.34370925729925
13,4.307900152829888,4.330521261619799
14,4.2872722466401845,4.317901237372196
15,4.269532145945847,4.307380321387089
16,4.252680630718536,4.2964116541544595
17,4.232298326838681,4.28539425127434
18,4.215155658075365,4.274770249453458
19,4.199087258401275,4.264763209025065
20,4.184841849902063,4.255544081023245
21,4.165274712421704,4.245926633314653
22,4.149993938048873,4.236374948674983
23,4.134493996386955,4.22695612820712
24,4.11734354351681,4.218512220093698
25,4.100356933856991,4.210057797287449
26,4.088637997394035,4.202345086877997
27,4.067837240620906,4.194269086664373
28,4.053361237482067,4.185601774851481
29,4.039716470039497,4.180406920115153
30,4.024962926315049,4.171381542321408
31,4.008689453180419,4.165101929288922
32,3.997575483945611,4.15698056712295
33,3.983169709799076,4.150640249541311
34,3.9677555376334572,4.144559993165912
35,3.9513897595624945,4.136923111424301
36,3.943372068335877,4.130931936899821
37,3.927368548534107,4.125911801656088
38,3.9145016243036377,4.1180667478388004
39,3.9021174474720803,4.112266475793087
40,3.8900572376158857,4.1083164512749875
41,3.8733433522554632,4.101069439685706
42,3.859707041456393,4.09507632226655
43,3.849161065519578,4.090936418880116
44,3.8344908747776945,4.08474233453924
45,3.827251787624405,4.078841857621164
46,3.811092392872956,4.074696982990612
47,3.8016466903917436,4.069055760123513
48,3.787814758014448,4.06302492315119
49,3.7754459912205434,4.060425838123669
50,3.767075949661957,4.053404073426218
51,3.7536276581789623,4.047980218945128
52,3.7433710525457276,4.042218397313898
53,3.7306295676612393,4.038506396322539
54,3.7172294078669883,4.033689186789773
55,3.706627868855548,4.028382874691125
56,3.694988693509783,4.025710049253521
57,3.6876330681632274,4.0197921469717315
58,3.67820214647935,4.014518916390159
59,3.6657191881544655,4.009932661923496
60,3.6536412874087874,4.007797052788012
61,3.6450858826210077,4.000890345139937
62,3.6303471462489907,3.998591762311531
63,3.6247279580511136,3.9915943839333274
64,3.617655619004737,3.988213209672408
65,3.607049110149356,3.9861365231600674
66,3.5956816298043757,3.980284932743419
67,3.5845430601595676,3.976740831317324
68,3.574411083941887,3.9715286298231645
69,3.5657379921642978,3.9677525081056535
70,3.5572586544489457,3.962452926057758
71,3.548380479974262,3.959903704325358
72,3.5404673280785217,3.9521636133482962
73,3.5273701082418962,3.949344727198283
74,3.5208050425347057,3.9451660766023577
75,3.511837933889024,3.94115351301251
