,loss,val_loss
0,1.4723189618916546,1.4554128113659945
1,1.4685553615376101,1.4515678502574112
2,1.4657749286864052,1.4480083638971502
3,1.4626373468242027,1.4450605808604848
4,1.4593292442996046,1.4423781088626746
5,1.4587930634293083,1.4396916195840546
6,1.4559400624282135,1.4373721486871893
7,1.4543434938564717,1.4352143482728439
8,1.4527252583469086,1.4330468449448095
9,1.4506285588908716,1.431060299728856
10,1.4482698140363717,1.4291637056524102
11,1.4467823176349335,1.427246281450445
12,1.4462060535791135,1.4255727403814142
13,1.445328467694668,1.4239241234461466
14,1.443052824126606,1.4224401359847099
15,1.440725846382954,1.4208263732447768
16,1.4400678206298312,1.41928561557423
17,1.4375350345422222,1.4178357196576667
18,1.4371223530526889,1.41639000935988
19,1.435705096611965,1.4150471341971196
20,1.434499452535523,1.4135891938932015
21,1.4340454856650882,1.4122582857536548
22,1.4316711951110324,1.4109147493767016
23,1.4298273578971696,1.409590772715482
24,1.4295127016580134,1.4083164324904933
25,1.4287672227577781,1.4070374402132901
26,1.426337277918116,1.4056579956863866
27,1.425782853696883,1.4042567244443027
28,1.4232239639499285,1.402857867009712
29,1.423473673929025,1.4015492699363015
30,1.4218777328657468,1.4001336473407167
31,1.4198374566385301,1.3989055571411595
32,1.4160051501692064,1.3974613809585572
33,1.4173880275744792,1.3960814415324818
34,1.4162952570880585,1.3946521306760384
35,1.4141926644212108,1.393309122721354
36,1.4134832528255177,1.391904177087726
37,1.4117388378909945,1.390505004796115
38,1.4108506510390497,1.3891188624410917
39,1.4096382371449874,1.3876949373881022
40,1.4078081981899087,1.386306356227759
41,1.4061211333147838,1.3849229770718199
42,1.404565467672833,1.3835684017701582
43,1.404064787213508,1.3820840855800745
44,1.4012550464842568,1.3807093666539048
45,1.4006906906571284,1.3792898865902063
46,1.3992378301828305,1.377837639577461
47,1.3972494206763353,1.376370628530329
48,1.3971291018456005,1.3749685720963911
49,1.3948189115408836,1.3735268415104258
50,1.39349694257787,1.3721665557225544
51,1.3915391170372398,1.370791605458115
52,1.3916416352943992,1.3693679715647842
53,1.3887421039923051,1.367928179249619
