,metric,value,fold,target
0,MSE,1.0408403873443604,0,AR
1,MAE,0.8465744853019714,0,AR
2,MdAE,0.8949657678604126,0,AR
3,ACPER,0.0012106537530266344,0,AR
4,MAPE,-0.13098084926605225,0,AR
5,RMSE,1.0202158689498901,0,AR
