,0
0,17.39646
1,0.0013008576
2,0.25577816
3,40.03718
4,192.90404
5,9.444165
6,197.30443
7,188.40994
8,68.08928
9,1.8159602
10,175.07478
11,2.0720677
12,35.876865
13,193.27193
14,199.3706
15,199.54022
16,53.920296
17,198.8497
18,0.7336115
19,22.872326
20,17.114727
21,198.4374
22,14.617691
23,31.27587
24,15.950932
25,4.9448357
26,9.524601
27,11.923701
28,4.5375013
29,1.6856494
30,3.1152158
31,4.8177114
32,0.11108562
33,8.875401
34,0.051764585
35,8.049791
36,0.032135278
37,0.39664662
38,0.12497972
39,1.821035
40,8.162858
41,0.0951588
42,3.4445348
43,5.8193555
44,22.970255
45,1.8505042
46,1.7439934
47,24.10513
48,7.432027
49,23.074368
50,10.653821
51,8.151721
52,10.257666
53,1.6302841
54,6.9721203
55,0.38594347
56,23.43409
57,5.0315595
58,6.3254128
59,16.376726
60,16.936249
61,0.0071989205
62,16.058363
63,5.088013
64,45.099525
65,25.851385
66,0.2234242
67,7.877396
68,0.7178392
69,1.0821307
70,4.4388647
71,0.24187723
72,2.7554348
73,44.078182
74,47.659294
75,12.873133
76,1.7932608
77,2.5552726
78,0.034082964
79,4.187476
80,21.014296
81,4.699701
82,9.144808
83,15.571656
84,10.316106
85,21.090431
86,20.661537
87,9.181329
88,5.703002
89,24.977081
90,5.142854
91,3.0330698
92,15.229244
93,7.505713
94,5.518067
95,1.7598325
96,16.123264
97,4.6801867
98,17.827063
99,0.0035939186
100,29.786669
101,5.562547
102,24.420795
103,1.6114227
104,8.637275
105,0.26577058
106,1.3900827
107,14.544328
108,10.013976
109,0.21621056
110,0.911338
111,6.0779815
112,0.085036
113,17.264708
114,1.6379356
115,0.0024123099
116,0.23689012
117,31.88439
118,31.105476
119,0.028277224
120,0.69485736
121,0.86401886
122,0.9339628
123,23.984325
124,1.3801197
125,0.31681752
126,4.286577
127,5.9017715
128,20.30692
129,7.3197
130,3.8347461
131,0.29467526
132,0.93648595
133,5.0330305
134,2.1523361
135,0.501826
136,10.136028
137,18.697765
138,13.130011
139,1.0529696
140,1.7364368
141,6.1945696
142,2.118232
143,2.4051483
144,1.4575605
145,10.796029
146,0.6834779
147,0.0005429642
148,19.75749
149,0.0012203887
150,11.733859
151,1.439884
152,7.263385
153,2.120302
154,0.15004271
155,2.173268
156,1.4254832
157,32.54445
158,20.303902
159,2.8146067e-05
160,0.50491005
161,25.254839
162,0.81946814
163,1.0324074
164,5.3831186
165,0.0050057815
166,0.58474374
167,18.54377
168,9.913648
169,6.5189757
170,14.362428
171,0.010647803
172,18.340988
173,1.4766655
174,0.25460902
175,0.11061742
176,0.35163862
177,0.003524627
178,2.2774613
179,0.0007905434
180,1.942283
181,4.7530823
182,0.17416722
183,0.46124908
184,18.481771
185,0.0029692333
186,3.2747645
187,3.0225632
188,14.501966
189,3.9807966
190,0.021724045
191,3.4084804
192,3.169451
193,0.73769295
194,13.973545
195,0.275167
196,1.6985741
197,22.061178
198,0.506667
199,1.688203
200,3.6614697
201,1.1873147
202,0.14738476
203,25.358646
204,1.2898687
205,0.43276593
206,16.367905
207,18.308329
208,0.4662428
209,0.16927208
210,0.009132563
211,3.3481586
212,1.3411211
213,9.558649
214,22.231773
215,2.0690615
216,0.052523784
217,0.33634245
218,14.809998
219,0.20563444
220,61.79248
221,0.07263194
222,0.044427294
223,1.1955546
224,0.27482083
225,49.172012
226,61.069878
227,1.4080702
228,0.84459203
229,46.98034
230,30.895002
231,0.9731686
232,0.48075506
233,0.13506238
234,0.6516149
235,91.797585
236,3.3212786
237,25.408804
238,0.018042032
239,0.15812552
240,0.091592796
241,0.15588106
242,1.2837051
243,0.2087091
244,6.4557486
245,0.14464334
246,94.57598
247,0.06751891
248,0.023974182
249,5.30002
250,6.5463457
251,4.688579
252,53.000725
253,0.2925263
254,0.9169445
255,17.669157
256,1.0530461
257,0.0705268
258,0.89503276
259,17.923395
260,0.0030319898
261,45.750465
262,6.152495
263,36.846493
264,0.21708122
265,0.08113868
266,0.4121223
267,0.14185357
268,32.794044
269,0.1643327
270,49.64891
271,0.0014953159
272,5.890403
273,15.421769
274,44.135
275,60.10182
276,57.468296
277,25.760164
278,65.71652
279,0.007005485
280,89.46545
281,47.479305
282,28.83347
283,33.176563
284,0.9380478
285,30.72725
286,12.8668585
287,55.679657
288,89.317154
289,33.06423
290,65.88165
291,60.827442
292,56.026627
293,16.26996
294,60.69755
295,0.4260995
296,86.44754
297,0.019660106
298,66.374825
299,30.822973
300,33.30377
301,74.99974
302,32.86649
303,63.458626
304,9.299014
305,88.89741
306,70.16214
307,89.41267
308,24.446468
309,3.623356
310,90.79832
311,85.93349
312,1.2412684
313,10.752891
314,57.12302
315,96.27955
316,24.040874
317,77.79428
318,45.96705
319,71.18966
320,47.179787
321,78.76335
322,14.357708
323,0.00021042404
324,15.322357
325,40.062057
326,72.64111
327,56.03379
328,73.083755
329,88.17172
330,26.889538
331,12.601756
332,27.186548
333,88.65076
334,74.67887
335,0.0023760204
336,1.5065926
337,0.9456561
338,38.527615
339,1.256642
340,73.94342
341,23.787685
342,25.14554
343,63.75904
344,2.3286651e-05
345,0.00024917323
346,56.60274
347,28.005926
348,25.484447
349,59.182617
350,32.198654
351,12.420069
352,11.994915
353,6.665132e-05
354,19.719015
355,25.47756
356,17.554909
357,15.150458
358,15.893842
359,8.473061
360,21.251614
361,71.85976
362,19.499865
