,metric,value,fold,target
0,MSE,0.08199627697467804,1,AR
1,MAE,0.23227889835834503,1,AR
2,MdAE,0.22137463092803955,1,AR
3,ACPER,0.0,1,AR
4,MAPE,-0.574337363243103,1,AR
5,RMSE,0.28634992241859436,1,AR
6,MSE,0.0790521577000618,2,AR
7,MAE,0.234818235039711,2,AR
8,MdAE,0.2473205178976059,2,AR
9,ACPER,0.0,2,AR
10,MAPE,-0.5651147961616516,2,AR
11,RMSE,0.2811621427536011,2,AR
