smiles,AR,AR_normalized
CC(=O)NNC1=CC=CC=C1,0.71666150838474,0.40110314252136514
[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,-1.17574165676447,-0.127317550632304
[H][C@]12C[C@]([H])(C=C1)[C@]1([H])[C@@]2([H])[C@]2(Cl)C(Cl)=C(Cl)[C@@]1(Cl)C2(Cl)Cl,1.65147175788519,0.6621326573231088
OCC=C,1.46354367171121,0.6096570055233681
CCOC1=C(N)C=C(NC(C)=O)C=C1,1.88722937379474,0.7279638740053944
Cl.CCN1C2=CC=CC=C2C2=C1C=CC(N)=C2,1.65352488357758,0.6627059569885734
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,1.45838312104729,0.6082160114428767
NC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O,1.65310443339521,0.6625885535827369
NC1=C(O)C=CC(=C1)[N+]([O-])=O,1.61248034159492,0.6512449820102622
NC1=C(O)C=C(C=C1)[N+]([O-])=O,1.65725629289564,0.6637478881872743
NC1=CC(=C(O)C=C1)[N+]([O-])=O,1.74570498041858,0.6884456469049411
NC1=NC=C(S1)[N+]([O-])=O,1.61519390670747,0.6520026979051088
NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,1.54290071212909,0.6318160798033636
CC1=CC=CC=C1N=NC1=CC(C)=C(N)C=C1,1.57140861309914,0.6397764156706747
NC1=CC=C(C=C1)C1=CC=CC=C1,0.904744628096435,0.45362208474196875
CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,-0.402757419078941,0.0885248629701072
[Na+].COC1=C2C=C(C3=C(C=C4OCOC4=C3C2=CC=C1)C([O-])=O)[N+]([O-])=O,1.43711335554357,0.6022767991028859
[O--].[O--].[O--].[As+3].[As+3],1.39794000867204,0.591338322837248
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,1.15755655652519,0.5242154217845565
Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,1.41874569142401,0.5971479481347539
CCP(CC)CC.CC(=O)OC[C@H]1O[C@@H](S[Au])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0.99506489698689,0.4788424500276909
NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.633276744381375,0.3778193964335492
N[C@@H](COC(=O)C=[N+]=[N-])C(O)=O,1.45079679895719,0.6060976628524897
CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,1.0607442707499,0.49718227361756107
CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,1.44425947719715,0.6042722293722322
COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,1.85144089372258,0.7179705629631588
C1=CC=C2C(=C1)C=C1C=CC3=CC=CC4=CC=C2C1=C34,1.36825314371398,0.5830487817671448
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,1.64253204226064,0.6596363971107406
S=C=NCC1=CC=CC=C1,1.77823908489295,0.6975302301238266
CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,1.53550474828445,0.62975088544452
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,-0.209037336249062,0.1426178291688187
ClC1=CC(Cl)=C(OC2=CC=C(OC3=NC=C(Cl)C=C3Cl)C=C2)N=C1,1.42460974154802,0.598785382212377
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,1.60205999132796,0.6483352803080158
[Na+].[Na+].NC1=CC(N)=C(C=C1)N=NC1=CC=C(C=C1)C1=CC=C(C=C1)N=NC1=C(C=C2C=C(C(N=NC3=CC=CC=C3)=C(O)C2=C1N)S([O-])(=O)=O)S([O-])(=O)=O,1.39286651376616,0.5899216375641256
[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=CC=C1)S([O-])(=O)=O,1.40823028656078,0.5942117040885857
OCCNC1=C(C=C(C=C1)N(CCO)CCO)[N+]([O-])=O,1.63445315026793,0.6573805069361094
CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,0.97956275051564,0.47451374505902133
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,1.59558401419628,0.646526976249034
CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,1.29078312917513,0.5614166266666134
CCC(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,1.30198179833342,0.5645436603917744
CCCCOC(=O)C1=CC=C(O)C=C1,1.60205999132796,0.6483352803080158
CC(C)(C)C1=CC(CO)=CC(=C1O)C(C)(C)C,1.75584737675255,0.6912777348023493
CC1=CC(=C(O)C=C1)C(C)(C)C,1.7263231079608,0.6830335958857028
CCCCN(N=O)C(=N)N[N+]([O-])=O,1.76649081311609,0.6942497294197412
CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,1.52700273501047,0.6273768460061089
CC(C)(C)C1=CC(O)=CC=C1O,1.80165037513514,0.7040674260264899
CC(C)(C)C1=CC=C(O)C=C1,1.71107870526207,0.6787768613858205
[Cl-].[Cl-].[Cd++],1.41488531068479,0.5960700039082683
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,1.70024350466587,0.6757513199393963
[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)\C=C\[C@H](C)C(C)C,1.62511399409838,0.6547727098939844
CCOC1=NC2=CC=CC(C(=O)OC(C)OC(=O)OC3CCCCC3)=C2N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,1.48808744886563,0.6165104287132017
O=C1CCCCCN1,1.85149673790542,0.7179861564806231
COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1,0.792175039665357,0.4221889836764863
ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,1.05526742359073,0.49565295923812913
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,1.32752479526546,0.5716760983376739
N1C2=CC=CC=C2C2=C1C=CC=C2,1.59509097898129,0.6463893047343945
OC1=C(O)C=CC=C1,1.513010139572,0.6234696569267499
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1.85474977506765,0.7188945105691054
OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,1.52724160635074,0.627443546676201
ClC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O,1.4380499897345,0.6025383379216311
ClC1CC2C(C1Cl)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1.79132196656777,0.7011833974458708
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,1.60205999132796,0.6483352803080158
NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,1.46930767512634,0.611266503296388
OC1OC(=O)C(Cl)=C1C(Cl)Cl,1.59538055880911,0.6464701648683016
[O-][N+](=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,1.39641522417982,0.5909125532691519
NC1=C(N)C=C(Cl)C=C1,1.57123608596905,0.6397282404681868
OS(O)(=O)=O.NC1=CC=C(N)C(Cl)=C1,1.70426686855882,0.6768747743788497
Cl.CC1=C(N)C=CC(Cl)=C1,1.45657459515634,0.607711012020723
ClCC(=O)C1=CC=CC=C1,1.81787423302845,0.7085976563661402
CC(=O)NC1=CC=C(C=C1)C(=O)CCl,1.40507147400516,0.5933296605838383
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,1.64009611444993,0.6589562066069872
ClC(Cl)Cl,1.87838920778376,0.7254954112924044
CC(C)CC1=CC=C(CCC2=CC3=C(S2)N2C(C)=NN=C2C(C)N=C3C2=C(Cl)C=CC=C2)C=C1,1.45534656821092,0.6073681068398076
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,0.874476347015373,0.44517019332475916
OC(=O)\C=C/C([O-])=O.C[NH+](C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1,1.53504314453665,0.6296219906208023
NC1=C(C=CC=C1)C(=O)OCC=CC1=CC=CC=C1,1.58894906487015,0.6446742819677513
OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,1.50811750141874,0.6221034727584351
CN[C@H]1CCC2=C(C(OC)=C(OC)C(OC)=C2)C2=CC=C(OC)C(=O)C=C12,-0.957393492152774,-0.06634762064180622
[Cu++].CN(C)C([S-])=S.CN(C)C([S-])=S,0.510529187152723,0.34354427447846114
CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,1.13866150839877,0.5189393079986513
OC[C@H]1O[C@@H]2[C@@H](OC3=NC(=N)C=CN23)[C@@H]1O,1.81664219549948,0.7082536312994743
[H][C@@]12O[C@H](CO)[C@@]([H])(O[C@@]3([H])O[C@H](CO)[C@@]([H])(O[C@@]4([H])O[C@H](CO)[C@@]([H])(O[C@@]5([H])O[C@H](CO)[C@@]([H])(O[C@@]6([H])O[C@H](CO)[C@@]([H])(O[C@@]7([H])O[C@H](CO)[C@@]([H])(O[C@@]8([H])O[C@H](CO)[C@@]([H])(O1)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O,1.71468516887091,0.6797839036668276
ON=C1CCCC1,1.48317595554452,0.615138979566975
[H][C@@]1([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC1=O)C(C)C,0.931241850062341,0.46102097344376736
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,1.55195731063364,0.6343449775285013
