,0
0,1.3653789
1,14.311424
2,24.660175
3,49.15513
4,0.2672388
5,3.691608
6,1.8070291
7,2.8009593
8,24.261993
9,3.6788383
10,21.175186
11,18.822428
12,0.3738959
13,0.008800546
14,44.78746
15,12.666119
16,68.83134
17,24.080126
18,16.806335
19,8.032045
20,16.130814
21,38.178978
22,14.025587
23,0.3537018
24,3.4936073
25,38.67502
26,2.0390017
27,0.032563563
28,32.60828
29,23.205793
30,50.3827
31,47.457203
32,13.551063
33,4.406866e-05
34,50.57563
35,135.13243
36,0.105183646
37,4.0854073
38,0.58653957
39,1.5673763
40,4.6628413
41,88.866806
42,0.00010290959
43,27.377047
44,53.920082
45,4.4740057
46,6.4976006
47,36.075626
48,70.330795
49,3.5006156
50,11.062247
51,4.366856
52,60.319736
53,6.337008
54,24.14102
55,22.239923
56,12.252812
57,0.49692532
58,73.523926
59,136.91086
60,85.27041
61,1.3697453
62,4.079471
63,29.07642
64,9.1150875
65,1.3070318
66,0.0015363825
67,0.4119898
68,16.389122
69,6.796243
70,55.217194
71,23.47702
72,0.88515
73,9.698603
74,18.253504
75,19.740583
76,17.59444
77,14.027673
78,14.315847
79,15.130469
80,7.407542
81,15.275114
82,1.0474008
83,3.0200408
84,18.158272
85,58.54037
86,2.283298
87,77.53237
88,47.699226
89,16.167793
90,4.174379
91,0.39872012
92,27.551598
93,0.6035981
94,0.4541755
95,3.0835464
96,0.023540283
97,0.015800934
98,0.3539947
99,3.6167858
100,3.531153
101,47.402683
102,3.417732
103,19.597364
104,77.51948
105,13.217688
106,2.860015
107,16.943644
108,61.17622
109,0.22163044
110,11.478988
111,65.6436
112,22.457376
113,21.366423
114,49.33129
115,0.10591016
116,1.9226072
117,2.5932298
118,4.375432
119,0.101146415
120,22.778404
121,3.568574e-06
122,43.61414
123,0.0002461911
124,4.0995584
125,47.27254
126,33.099087
127,1.0756621
128,2.030992
129,42.461205
130,0.0039873873
131,1.5929395
132,30.774736
133,5.72143
134,0.004644852
135,21.09557
136,0.37254888
137,6.059042
138,0.16259387
139,13.0097885
140,33.35229
141,58.181202
142,5.517024
143,15.159446
144,0.09405727
145,0.044102374
146,4.29611
147,49.894367
148,24.156412
149,17.240177
150,16.094448
151,72.25017
152,2.3882802
153,7.1073227
154,4.5070537e-06
155,1.6449565
156,3.7698107
157,22.757847
158,13.180997
159,11.98418
160,0.3871412
161,11.409366
162,0.3060826
163,5.4924273
164,54.637184
165,2.4311
166,0.42993328
167,0.0014097055
168,0.12536165
169,79.60076
170,29.955368
171,8.701636
172,0.036775023
173,16.031588
174,20.399658
175,2.961834
176,0.0031269325
177,61.46997
178,11.587132
179,0.10414938
180,0.3686254
181,1.0819447
182,31.919167
183,17.826567
184,0.62281084
185,39.659668
186,50.355305
187,63.86742
188,21.25793
189,63.30563
190,1.0609134
191,25.349676
192,5.6105342e-05
193,9.283913
194,88.878044
195,0.5291353
196,6.374035e-05
197,2.391467
198,0.12205402
199,55.234955
200,0.0040352605
201,0.1014529
202,26.145876
203,18.617914
204,0.78046364
205,7.898931
206,16.671515
207,45.223335
208,2.9344058
209,19.629574
210,67.18818
211,83.282646
212,8.789866
213,5.1776814
214,8.914022
215,87.78766
216,5.3373897e-05
217,16.34993
218,10.583808
219,11.219398
220,0.6252904
221,36.298145
222,113.99074
223,6.778017
224,0.22191113
225,0.0827415
226,35.90288
227,29.790596
228,7.1697097
229,3.0735445
230,24.388199
231,2.7690418
232,45.290615
233,14.84778
234,24.43385
235,44.762344
236,40.360325
237,43.875687
238,15.25283
239,1.58663
240,0.043169446
241,22.797049
242,1.8086287
243,6.384861
244,17.526836
245,86.1208
246,34.210022
247,1.8095212
248,16.730944
249,0.368448
250,21.079247
251,6.0704155
252,6.0741463
253,22.810375
254,0.10239288
255,80.19148
256,44.245956
257,86.36442
258,83.0773
259,11.122795
260,16.865576
261,2.9311643
262,18.53749
263,4.284295
264,16.201515
265,0.23081324
266,0.5671848
267,0.0033163112
268,18.018183
269,16.735382
270,32.3241
271,10.760485
272,4.939769e-05
273,13.490473
274,21.983948
275,30.093433
276,2.716235
277,28.671436
278,32.457314
279,0.8323691
280,25.916685
281,35.52838
282,27.261465
283,5.4323497
284,1.8095905
285,3.6956081
286,52.693874
287,70.23136
288,61.800644
289,27.712389
290,2.3286651e-05
291,8.4390335
292,33.06914
293,26.47825
294,20.161606
295,0.86559355
296,78.16923
297,9.587007
298,41.785378
299,19.890171
300,6.004303
301,48.02838
302,0.14375436
303,56.829285
304,0.2414716
305,0.40574643
306,1.814665
307,75.69591
308,1.9228128
309,14.231744
310,0.0241121
311,45.08787
312,1.8389461
313,3.6245096
314,45.027596
315,0.08980114
316,2.9015143
317,0.00011710045
318,5.238905
319,53.20728
320,0.44552934
321,9.24509
322,9.769322e-05
323,0.004879885
324,84.95356
325,21.806501
326,0.9138091
327,8.699504
328,12.394726
329,7.254434
330,43.32528
331,28.902308
332,18.305435
333,15.961382
334,14.298658
335,22.31726
336,13.593463
337,3.1937919
338,0.35550347
339,3.593255
340,8.472049e-05
341,15.693034
342,40.444313
343,21.016563
344,6.1412883
345,0.1879077
346,0.036850814
347,2.7246504
348,61.378376
349,16.638672
350,86.9441
351,29.678766
352,46.104824
353,0.030285897
354,10.809516
355,39.320103
356,22.427317
357,53.393375
358,0.36602023
359,0.05258765
360,71.44567
361,7.496141
362,6.282881
363,1.0003719
364,0.61922467
365,9.415044
366,0.14365914
367,26.425507
368,18.814835
369,9.684781
370,40.08819
371,0.00019254531
372,0.8122998
373,22.99889
374,0.15562357
375,3.3366673
376,0.3697854
377,79.45032
378,28.19815
379,8.884961
380,26.328074
381,0.038884528
382,18.022583
383,4.5466633
384,22.528954
385,55.13087
386,39.730213
387,8.230138
388,10.880503
389,3.6097443
390,0.14688076
391,2.4762416
392,27.229258
393,27.820107
394,23.656685
395,1.223246
396,68.3602
397,6.485656
398,6.6905603
399,1.298867
400,0.010907572
401,88.82206
402,0.000102548
403,19.221941
404,1.0532447
405,3.1613202
406,0.58537996
407,1.6401259
408,0.06895722
409,22.806664
410,9.734368
411,0.42116672
412,0.4295765
413,15.416292
414,86.67212
415,2.5083723
416,20.678532
417,5.1401706
418,5.98936
419,11.620408
420,114.256775
421,62.785633
