Unnamed: 0,smiles,AR,predicted
32,NC1=C(N)C=C(Cl)C=C1,93.093875787957,39.90453729897844
33,[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,24.0828467561878,42.069606116823685
34,COC(=O)C1=C(O)C(C)=C(O)C=C1C,14.6176911013685,43.29084310973497
35,OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,31.2758691311786,43.92259712626473
36,CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,15.9509318811686,40.46696448154081
37,[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,4.944835616530938,44.2206504666609
38,[Cl-].[Cl-].CCCC[Sn++]CCCC,9.524601241326579,43.714044580054825
39,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,11.923701336976102,45.48956852622708
40,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,4.537501413513297,43.268041167915904
41,[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,1.6856494247297604,44.81610864398191
42,CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,3.115215841352672,44.934530975520154
43,OC1=CC2=CC=C(SSC3=CC4=CC=C(O)C=C4C=C3)C=C2C=C1,30.0952134981689,40.73719260212577
44,CSC(=O)C1=CC=CC2=C1SN=N2,0.2633978887552786,43.64529812329904
45,COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,10.7016010292338,43.24630882745732
46,CNS(=O)(=O)C1=C(F)C=C(Cl)C(=C1)C(=O)N1CCC(CCN2C3CCC2CC(C3)N2C(C)=NC3=C2C=CC=C3)(CC1)C1=CC(F)=CC=C1,4.817711254448092,38.221956841499946
47,CC(=O)O[C@]1(C(C)=O)C(=C)C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.11108562589639348,26.891720457564105
48,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H])C=C(O)C=C3,8.87540066645332,31.411438207648736
49,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,0.051764586702255144,27.08035259282798
50,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,8.049791245046663,36.36450719118631
51,CCOC(=O)\C=C/C(=O)OCC,3.617213564743892,44.717822997230066
52,CCC(C)(C)C1CCC(O)CC1,28.1798922397559,40.56354029275475
53,CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,0.03213527842413555,43.82743154770985
54,Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,0.39664661051760675,38.92302980773424
55,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,0.1249797195820932,22.05400287605653
56,OC(=O)C1=CC(=CC=C1)N(CC1=CN=CC=C1)C1=CC=C(OC(F)F)C(OC(F)F)=C1,0.9959085836210875,40.42825769789168
57,[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C(C)C=C(C=C1)C1=CC=C(N=NC2=C(O)C=CC3=CC(=CC(=C23)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C1,1.8210350003945308,39.086414707364
58,[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1.CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,7.281730585572568,45.50040448172867
59,Cl.CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,8.162857784196397,43.523167967597686
60,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.09515880098393836,37.363625956666006
61,CC(C)C1CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,3.444534860540031,39.20096198417255
62,CCCC[Sn](CCCC)(CCCC)OC(=O)C(C)=C,5.819355615107362,44.01030857247177
63,OC1=CC2=C(CC3=CC=CC=C23)C=C1,2.656426068190939,42.64475363613673
64,[K+].CCC1=CC(=CC2=C1OCO2)C1=C(N(C2=CC=CC=C2C(F)(F)F)S(=O)(=O)C2=C1C=CC=C2)C([O-])=O,22.970254220327703,39.020614122948764
65,CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,1.850504181846759,44.104366701744105
66,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,1.7439934351049686,21.110671725063003
67,CCCC[Sn](Cl)(Cl)Cl,24.1051295236353,43.93231068414481
68,[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=C(O)C=C1)S([O-])(=O)=O,7.432026855555087,42.10269410610026
69,FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,5.629699180643357,42.69975620838736
70,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,33.7722456183985,44.36854360749568
71,OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,23.0743679364099,41.171199622389665
72,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,10.653820658579399,41.9841658639902
73,NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,10.867360137294902,39.96656915270051
74,Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,8.15172071312168,38.31784257714858
75,CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1,10.257665399304202,39.12543629667076
76,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,6.1777388624998935,38.629871221420075
77,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,1.6302840918794885,43.61614186522032
78,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,6.972120280296995,42.51808141173803
79,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,0.38594347466907664,27.159222573611224
80,COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1,20.2862187059452,41.49801502998552
81,CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,23.434089609136805,43.46151529280573
82,O.O.[H][C@]12[C@H](O)C3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C(C=CC=C1O)[C@@]2(C)O,5.031559584464361,25.893242657776295
83,CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,6.325412828672949,42.457444905946005
84,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C1C(=O)CCCC1=O)[N+]([O-])=O,16.3767258069243,39.93612383892329
85,BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,16.9362481535241,42.22550679659782
86,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,0.0071989204315201505,27.071108794451156
87,NC1=CC=C(N)C=C1,16.0583633732828,40.39176129650098
88,CCC1CO1,5.088013399650052,41.40673201213478
89,[Na+].[Na+].[O-]C1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=C1C=CC=C3)C1=CC(Br)=C([O-])C(Br)=C1O2,45.099527134146,41.93100972965164
90,CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1,25.8513849307586,45.376788079474366
91,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,0.223424196399165,40.895557531480954
92,CCCCCC1CCCC(=O)O1,7.87739590159126,39.70413643186149
93,COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,20.7342295143534,42.01080078255501
94,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,0.7178391959097326,24.19733133858911
95,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,1.0821306275114608,23.615309809700026
96,OC1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(O)C=C1,16.5306673776244,38.15962542643632
97,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,4.438864651437022,45.60098422143717
98,CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,0.2418772291151683,35.02746799250778
99,C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,10.3604181702582,41.52927932190823
100,CC(COC(C)COC(=O)C=C)OCC(C)OC(=O)C=C,2.755434712122238,43.09840423683099
101,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(=CC2=CC(NC(=O)C3=CC=CC=C3)=CC=C12)S([O-])(=O)=O,44.0781804677833,43.29750847866502
102,Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,14.2968709293811,41.54739480043654
103,[Na+].[Na+].[O-]S(=O)(=O)C1=CC=C2NC(C(=O)C2=C1)=C1NC2=CC=C(C=C2C1=O)S([O-])(=O)=O,47.6592932268486,39.691503367966405
104,Cl.Cl.COC1=CC(=CC=C1N)C1=CC=C(N)C(OC)=C1,12.8731325224988,37.78443124005457
105,COC1=CC=C(OC)C(=C1)N=NC1=C(O)C=CC2=C1C=CC=C2,1.793260765127208,43.186722203940334
106,[O-][N+](=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,2.555272562704502,41.75458991024842
107,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,0.03408296542409772,24.094450508829134
108,CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,8.725894936990226,44.12517415348538
109,CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,5.660922099646513,44.50827336500615
110,OC1=C2C=CC3=CC=CC4=CC=C(C=C1)C2=C34,4.187476124839932,41.112530763275245
111,O[C@@H]1[C@H](CC2=CC=CC(=C2)C(O)=O)COC2=C1C=C(OCC1=NC3=C(S1)C=CC(F)=C3)C=C2,21.0142956002291,37.04427606759959
112,O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,4.6997007666804365,42.71631737771297
113,Cl.CN(C)C(=O)C1(CCN(CC[C@]2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,9.144807425993243,43.23680740877066
114,Cl.CCOC(=O)O[C@H](C)OC(=O)C1=CC=C2N(CC3=NOC(=C3)C3=CC=C(Cl)S3)C(=CC2=C1)C(=O)NC1CCN(CC1)C(C)C,15.5716557656501,39.341025693936515
115,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,10.316105812256701,22.12903844887009
116,C1=CC=C(C=C1)B(C1=CC=CC=C1)C1=CC=CC=C1,21.0904313048775,45.01245284995323
117,COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,20.6615371818501,37.9868415265053
118,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,9.181329081836974,38.663008476605285
119,OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,5.70300201023101,42.940308377577196
120,OC(=O)CC(O)(CC(O)=O)C(O)=O.CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,13.611652169729801,45.22635499321441
121,OC1CCC(CC1)C1CCCCC1,24.9770815302754,41.34718724396691
122,C=CCOC(=O)C1=C(C=CC=C1)C(=O)OCC=C,5.142854220643557,45.539210051634896
123,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,3.033069801398348,41.16705944137568
124,COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,11.6071030349392,43.94431833498153
125,NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,15.229243927300502,39.140393572835265
126,[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,7.505712989861976,42.12817275474356
127,OC1=CC=C(Cl)C=C1CC1=CC(Cl)=CC=C1O,5.518066832451211,43.00268906828178
128,CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,1.7598325134260406,38.35903287465305
129,CNCC1=C(OC2=CC=C(Cl)C(Cl)=C2)C=CC(F)=C1,16.1232648605381,42.54232030239643
130,CCCC[Sn](Cl)(CCCC)CCCC,4.680186647148453,44.125579666936055
131,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,17.8270617671037,34.880007208523864
132,ClC1=CC=C(C=C1)C(C(=O)C1C(=O)C2=C(C=CC=C2)C1=O)C1=CC=CC=C1,23.0312106125528,43.84271129453132
133,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,0.0035939185193072376,28.151554379735614
134,COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,2.1375537000517113,43.804535145110506
135,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,29.7866693470351,45.550561565805936
136,Cl.COC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@H](CC(=O)N[C@H](CC1=CC=C(CN2[C@@H](C)CCC[C@H]2C)C=C1)C(=O)N(C)C(C)C)C1=CC2=C(OCO2)C=C1,5.562547173636162,35.39726693533595
137,NC1=C(N)C=C(Cl)C=C1,24.4207961622681,39.90453729897844
138,C[C@]12CC[C@H]3C(=CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O,1.6114226153886833,30.411386697622532
139,[Cl-].[Cl-].[Cl-].[Dy+3],21.9487603374425,43.04626443051725
140,CCCCCCCCN1SC=CC1=O,8.637275193321841,43.202161293694196
141,CC1=CC(=C(O)C(=C1)N1N=C2C=CC(Cl)=CC2=N1)C(C)(C)C,0.2657705730145494,45.2897556695161
142,ClC1=CC(Cl)=C(C=C1)C1(CN2C=NC=N2)CC(Br)CO1,1.3900827595751224,39.006794288159675
143,[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,14.544327348632699,44.657979071453006
144,CC(O)=O.CC(O)=O.ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,18.1004106474795,47.226272272203914
145,CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,10.0139764244236,39.29837566568803
146,CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,0.2162105571657733,41.929781262433416
147,OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,0.9113380003467881,40.1843803184063
148,CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,6.0779815937386275,40.89569779142742
149,O.O.OC1=CC(O)=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O,4.926607328748041,38.454353686937345
150,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,5.428025281480338,42.24027066670008
151,CCN(CC)C1=CC=C(C=O)C(O)=C1,0.08503600527020438,40.28240433742126
152,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,10.119790534907999,43.233330488737096
153,CCN(CCC#N)C1=CC=C(C=C1)N=NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,17.264708325098,39.09081279493261
154,CCN(CC)C(Cl)=O,1.6379356975811916,41.3723246252121
155,NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,0.0024123098397836884,37.53853685256802
156,OC1=C(Br)C=C(C=C1Br)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=CC(Br)=C(O)C(Br)=C1,17.1127268375161,40.71584287553477
157,OC1=C(CC2=C(O)C=CC=C2)C=CC=C1,19.8592360513809,44.07513474782125
158,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.23689012047502445,22.839181554938058
159,CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,31.8843889898618,43.500900667433974
160,[Na+].CCOC1=CC(=CC=C1)N1C=C(N=C1C1=CC=C(C)C=C1)C(=O)N1CCN(CC1)C1=CC2=CC=CC=C2C(=C1)C([O-])=O,31.105476634816704,41.521286731307846
161,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,0.028277223411762975,23.898190267995837
162,OC1=CC(O)=C(C=C1)C(=O)C1=CC=C(O)C=C1O,0.694857330570386,40.81332862712705
163,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,0.8640188515767164,44.231603782525866
164,OC1=CC(C[C@H]2COC(=O)[C@@H]2CC2=CC(O)=CC=C2)=CC=C1,0.9339628110174161,37.94299720866636
165,CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1,23.9843262750054,41.5279521002379
166,OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,5.98371207439704,42.918663182754294
167,CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2,1.3801196496191395,39.1866606220389
168,[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,0.3168175312235064,23.71961645655756
169,OC1=C(Cl)C=C(C=C1)C1=CC=CC=C1,4.286577071134232,43.97813815676791
170,[Na+].COC1=CC=C(C=C1)N=NC1=C(OC)C=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(C)=C1,18.070268149708,41.38469994157744
171,OC1=C(C=CC=C1)C1=CC=CC=C1,5.901771586018853,44.33512198401537
172,O.O.O.O.[Na+].[O-]C1=C(C=CC=C1)C1=CC=CC=C1,20.3069193615566,45.321463322811546
173,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3,1.576124495365292,28.010891782263712
174,[Cl-].CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=C1C=CC=C2,1.075683967295653,45.03475418144182
175,[Na+].[Na+].CCOC1=CC=C(C=C1)N=NC1=CC=C(C=CC2=CC=C(C=C2S([O-])(=O)=O)N=NC2=CC=C(OCC)C=C2)C(=C1)S([O-])(=O)=O,7.319699985803638,42.19579681387782
176,CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,3.83474611291566,38.25532538266526
177,COC1=CC(OC)=C(C=C1)S(=O)(=O)N1C(=O)[C@@](N2C[C@H](O)C[C@H]2C(=O)N(C)C)(C2=CC(Cl)=CC=C12)C1=CC=CC=C1OC,17.8764111456304,39.90367290332648
178,[Cl-].Cl\C=C/C[N+]12CN3CN(CN(C3)C1)C2,0.6872220934785673,43.397614006173555
179,NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,0.21344234012035201,37.53853685256802
180,Cl[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0.2946752711840688,45.65867113370639
181,CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,0.9364859349975845,44.70424195420472
182,Cl.Cl.COC1=CC(=CC=C1N)C1=CC=C(N)C(OC)=C1,5.033030661232232,37.78443124005457
183,CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC,1.256892196659976,45.61966073975136
184,Cl.Cl.NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(N)C=C1,0.031505135598514755,38.35642815203219
185,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,2.152336074427353,39.74346519363152
186,CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,0.5018259974395107,41.929781262433416
187,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,10.136027961323201,47.09776839920722
188,C[C@]12CC[C@H]3C(=CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O,0.19528078918700942,30.411386697622532
189,CCCCC(CC)CN1C(=O)C2C3CC(C=C3)C2C1=O,18.6977644117341,38.62903710410577
190,CC(C)(C)[C@H](O)[C@H](CC1=CC=C(Cl)C=C1)N1C=NC=N1,13.1300106910108,44.86285369017772
191,CCCCCCCCCl,1.0529695460546833,44.986629435364414
192,NC1=C(N)C=CC=C1,3.7689121243449364,42.687748875600406
193,O=CCCCC=O,1.7364368800972017,43.51504656684238
194,FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,1.2739761871747461,42.69975620838736
195,CCCCCCC1=C(O)C=C(O)C=C1,6.194569775577278,43.75422635129522
