fpr,tpr,auc_value
0.38902147971360385,0.6511627906976745,0.7092745740134317
0.38902147971360385,0.6569767441860465,0.7092745740134317
0.39856801909307876,0.6569767441860465,0.7092745740134317
0.39856801909307876,0.6627906976744186,0.7092745740134317
0.4128878281622912,0.6627906976744186,0.7092745740134317
0.4128878281622912,0.6686046511627907,0.7092745740134317
0.41766109785202865,0.6686046511627907,0.7092745740134317
0.41766109785202865,0.6744186046511628,0.7092745740134317
0.4200477326968974,0.6744186046511628,0.7092745740134317
0.4200477326968974,0.7034883720930233,0.7092745740134317
0.42720763723150357,0.7034883720930233,0.7092745740134317
0.42720763723150357,0.7093023255813954,0.7092745740134317
0.43675417661097854,0.7093023255813954,0.7092745740134317
0.43675417661097854,0.7267441860465116,0.7092745740134317
0.43914081145584727,0.7267441860465116,0.7092745740134317
0.43914081145584727,0.7325581395348837,0.7092745740134317
0.441527446300716,0.7325581395348837,0.7092745740134317
0.441527446300716,0.7383720930232558,0.7092745740134317
0.44630071599045346,0.7383720930232558,0.7092745740134317
0.44630071599045346,0.7441860465116279,0.7092745740134317
0.4606205250596659,0.7441860465116279,0.7092745740134317
0.4606205250596659,0.7558139534883721,0.7092745740134317
0.4677804295942721,0.7558139534883721,0.7092745740134317
0.4677804295942721,0.7616279069767442,0.7092745740134317
0.477326968973747,0.7616279069767442,0.7092745740134317
0.477326968973747,0.7732558139534884,0.7092745740134317
0.4797136038186158,0.7732558139534884,0.7092745740134317
0.4797136038186158,0.7790697674418605,0.7092745740134317
0.4892601431980907,0.7790697674418605,0.7092745740134317
0.4892601431980907,0.7906976744186046,0.7092745740134317
0.49403341288782815,0.7906976744186046,0.7092745740134317
0.49403341288782815,0.7965116279069767,0.7092745740134317
0.4964200477326969,0.7965116279069767,0.7092745740134317
0.4964200477326969,0.8023255813953488,0.7092745740134317
0.5083532219570406,0.8023255813953488,0.7092745740134317
0.5083532219570406,0.8081395348837209,0.7092745740134317
0.513126491646778,0.8081395348837209,0.7092745740134317
0.513126491646778,0.813953488372093,0.7092745740134317
0.5346062052505967,0.813953488372093,0.7092745740134317
0.5346062052505967,0.8197674418604651,0.7092745740134317
0.5441527446300716,0.8197674418604651,0.7092745740134317
0.5441527446300716,0.8255813953488372,0.7092745740134317
0.5608591885441527,0.8255813953488372,0.7092745740134317
0.5608591885441527,0.8313953488372093,0.7092745740134317
0.5751789976133651,0.8313953488372093,0.7092745740134317
0.5751789976133651,0.8372093023255814,0.7092745740134317
0.630071599045346,0.8372093023255814,0.7092745740134317
0.630071599045346,0.8430232558139535,0.7092745740134317
0.6348448687350835,0.8430232558139535,0.7092745740134317
0.6348448687350835,0.8488372093023255,0.7092745740134317
0.6539379474940334,0.8488372093023255,0.7092745740134317
0.6539379474940334,0.8546511627906976,0.7092745740134317
0.6682577565632458,0.8546511627906976,0.7092745740134317
0.6682577565632458,0.8604651162790697,0.7092745740134317
0.6754176610978521,0.8604651162790697,0.7092745740134317
0.6754176610978521,0.8662790697674418,0.7092745740134317
0.684964200477327,0.8662790697674418,0.7092745740134317
0.684964200477327,0.872093023255814,0.7092745740134317
0.7064439140811456,0.872093023255814,0.7092745740134317
0.7064439140811456,0.877906976744186,0.7092745740134317
0.711217183770883,0.877906976744186,0.7092745740134317
0.711217183770883,0.8895348837209303,0.7092745740134317
0.7136038186157518,0.8895348837209303,0.7092745740134317
0.7136038186157518,0.8953488372093024,0.7092745740134317
0.7255369928400954,0.8953488372093024,0.7092745740134317
0.7255369928400954,0.9011627906976745,0.7092745740134317
0.7541766109785203,0.9011627906976745,0.7092745740134317
0.7541766109785203,0.9127906976744186,0.7092745740134317
0.766109785202864,0.9127906976744186,0.7092745740134317
0.766109785202864,0.9244186046511628,0.7092745740134317
0.7756563245823389,0.9244186046511628,0.7092745740134317
0.7756563245823389,0.9302325581395349,0.7092745740134317
0.7995226730310262,0.9302325581395349,0.7092745740134317
0.7995226730310262,0.936046511627907,0.7092745740134317
0.8066825775656324,0.936046511627907,0.7092745740134317
0.8066825775656324,0.9418604651162791,0.7092745740134317
0.8520286396181385,0.9418604651162791,0.7092745740134317
0.8520286396181385,0.9476744186046512,0.7092745740134317
0.9069212410501193,0.9476744186046512,0.7092745740134317
0.9069212410501193,0.9534883720930233,0.7092745740134317
0.9093078758949881,0.9534883720930233,0.7092745740134317
0.9093078758949881,0.9651162790697675,0.7092745740134317
0.9212410501193318,0.9651162790697675,0.7092745740134317
0.9212410501193318,0.9709302325581395,0.7092745740134317
0.9355608591885441,0.9709302325581395,0.7092745740134317
0.9355608591885441,0.9767441860465116,0.7092745740134317
0.954653937947494,0.9767441860465116,0.7092745740134317
0.954653937947494,0.9883720930232558,0.7092745740134317
0.964200477326969,0.9883720930232558,0.7092745740134317
0.964200477326969,1.0,0.7092745740134317
1.0,1.0,0.7092745740134317
