fpr,tpr,auc_value
0.0,0.0,0.7092745740134317
0.0,0.005813953488372093,0.7092745740134317
0.0,0.01744186046511628,0.7092745740134317
0.002386634844868735,0.01744186046511628,0.7092745740134317
0.002386634844868735,0.06395348837209303,0.7092745740134317
0.00477326968973747,0.06395348837209303,0.7092745740134317
0.00477326968973747,0.0872093023255814,0.7092745740134317
0.007159904534606206,0.0872093023255814,0.7092745740134317
0.007159904534606206,0.11046511627906977,0.7092745740134317
0.011933174224343675,0.11046511627906977,0.7092745740134317
0.011933174224343675,0.1511627906976744,0.7092745740134317
0.014319809069212411,0.1511627906976744,0.7092745740134317
0.014319809069212411,0.16279069767441862,0.7092745740134317
0.016706443914081145,0.16279069767441862,0.7092745740134317
0.016706443914081145,0.21511627906976744,0.7092745740134317
0.01909307875894988,0.21511627906976744,0.7092745740134317
0.01909307875894988,0.22674418604651161,0.7092745740134317
0.021479713603818614,0.22674418604651161,0.7092745740134317
0.021479713603818614,0.2441860465116279,0.7092745740134317
0.02386634844868735,0.2441860465116279,0.7092745740134317
0.02386634844868735,0.27325581395348836,0.7092745740134317
0.026252983293556086,0.27325581395348836,0.7092745740134317
0.026252983293556086,0.27906976744186046,0.7092745740134317
0.03341288782816229,0.27906976744186046,0.7092745740134317
0.03341288782816229,0.28488372093023256,0.7092745740134317
0.03579952267303103,0.28488372093023256,0.7092745740134317
0.03579952267303103,0.29069767441860467,0.7092745740134317
0.03818615751789976,0.29069767441860467,0.7092745740134317
0.03818615751789976,0.29651162790697677,0.7092745740134317
0.04295942720763723,0.29651162790697677,0.7092745740134317
0.04295942720763723,0.3023255813953488,0.7092745740134317
0.045346062052505964,0.3023255813953488,0.7092745740134317
0.045346062052505964,0.31976744186046513,0.7092745740134317
0.050119331742243436,0.31976744186046513,0.7092745740134317
0.050119331742243436,0.32558139534883723,0.7092745740134317
0.05250596658711217,0.32558139534883723,0.7092745740134317
0.05250596658711217,0.3313953488372093,0.7092745740134317
0.059665871121718374,0.3313953488372093,0.7092745740134317
0.059665871121718374,0.3372093023255814,0.7092745740134317
0.06205250596658711,0.3372093023255814,0.7092745740134317
0.06205250596658711,0.3430232558139535,0.7092745740134317
0.07875894988066826,0.3430232558139535,0.7092745740134317
0.07875894988066826,0.3488372093023256,0.7092745740134317
0.08353221957040573,0.3488372093023256,0.7092745740134317
0.08353221957040573,0.3546511627906977,0.7092745740134317
0.1026252983293556,0.3546511627906977,0.7092745740134317
0.1026252983293556,0.36046511627906974,0.7092745740134317
0.10501193317422435,0.36046511627906974,0.7092745740134317
0.10501193317422435,0.36627906976744184,0.7092745740134317
0.10739856801909307,0.36627906976744184,0.7092745740134317
0.10739856801909307,0.37209302325581395,0.7092745740134317
0.11217183770883055,0.37209302325581395,0.7092745740134317
0.11217183770883055,0.37790697674418605,0.7092745740134317
0.11455847255369929,0.37790697674418605,0.7092745740134317
0.11455847255369929,0.38372093023255816,0.7092745740134317
0.12410501193317422,0.38372093023255816,0.7092745740134317
0.12410501193317422,0.4011627906976744,0.7092745740134317
0.12649164677804295,0.4011627906976744,0.7092745740134317
0.12649164677804295,0.4186046511627907,0.7092745740134317
0.13365155131264916,0.4186046511627907,0.7092745740134317
0.13365155131264916,0.42441860465116277,0.7092745740134317
0.13842482100238662,0.42441860465116277,0.7092745740134317
0.13842482100238662,0.43023255813953487,0.7092745740134317
0.1431980906921241,0.43023255813953487,0.7092745740134317
0.1431980906921241,0.4418604651162791,0.7092745740134317
0.15513126491646778,0.4418604651162791,0.7092745740134317
0.15513126491646778,0.4476744186046512,0.7092745740134317
0.15990453460620524,0.4476744186046512,0.7092745740134317
0.15990453460620524,0.45930232558139533,0.7092745740134317
0.16467780429594273,0.45930232558139533,0.7092745740134317
0.16467780429594273,0.46511627906976744,0.7092745740134317
0.18138424821002386,0.46511627906976744,0.7092745740134317
0.18138424821002386,0.47093023255813954,0.7092745740134317
0.18854415274463007,0.47093023255813954,0.7092745740134317
0.18854415274463007,0.4883720930232558,0.7092745740134317
0.19809069212410502,0.4883720930232558,0.7092745740134317
0.19809069212410502,0.4941860465116279,0.7092745740134317
0.20286396181384247,0.4941860465116279,0.7092745740134317
0.20286396181384247,0.5,0.7092745740134317
0.20763723150357996,0.5,0.7092745740134317
0.20763723150357996,0.5058139534883721,0.7092745740134317
0.22673031026252982,0.5058139534883721,0.7092745740134317
0.23389021479713604,0.5058139534883721,0.7092745740134317
0.25059665871121717,0.5058139534883721,0.7092745740134317
0.25059665871121717,0.5174418604651163,0.7092745740134317
0.2649164677804296,0.5174418604651163,0.7092745740134317
0.2649164677804296,0.5232558139534884,0.7092745740134317
0.26968973747016706,0.5232558139534884,0.7092745740134317
0.26968973747016706,0.5290697674418605,0.7092745740134317
0.2720763723150358,0.5290697674418605,0.7092745740134317
0.2720763723150358,0.5348837209302325,0.7092745740134317
0.28162291169451076,0.5348837209302325,0.7092745740134317
0.28162291169451076,0.5523255813953488,0.7092745740134317
0.29594272076372313,0.5523255813953488,0.7092745740134317
0.29594272076372313,0.5581395348837209,0.7092745740134317
0.31026252983293556,0.5581395348837209,0.7092745740134317
0.31026252983293556,0.563953488372093,0.7092745740134317
0.31742243436754175,0.563953488372093,0.7092745740134317
0.31742243436754175,0.5697674418604651,0.7092745740134317
0.3198090692124105,0.5697674418604651,0.7092745740134317
0.3198090692124105,0.5755813953488372,0.7092745740134317
0.3221957040572792,0.5755813953488372,0.7092745740134317
0.3221957040572792,0.5813953488372093,0.7092745740134317
0.324582338902148,0.5813953488372093,0.7092745740134317
0.324582338902148,0.5872093023255814,0.7092745740134317
0.3317422434367542,0.5872093023255814,0.7092745740134317
0.3317422434367542,0.6046511627906976,0.7092745740134317
0.3436754176610978,0.6046511627906976,0.7092745740134317
0.3436754176610978,0.6104651162790697,0.7092745740134317
0.3460620525059666,0.6104651162790697,0.7092745740134317
0.3460620525059666,0.622093023255814,0.7092745740134317
0.3532219570405728,0.622093023255814,0.7092745740134317
0.3532219570405728,0.627906976744186,0.7092745740134317
0.3627684964200477,0.627906976744186,0.7092745740134317
0.3627684964200477,0.6453488372093024,0.7092745740134317
0.36992840095465396,0.6453488372093024,0.7092745740134317
0.36992840095465396,0.6511627906976745,0.7092745740134317
