,loss,val_loss,_timestamp,_runtime
0,4.788736820220947,4.7254252433776855,1721047306,10
1,4.6896491050720215,4.653014659881592,1721047307,11
2,4.632506847381592,4.611076354980469,1721047308,12
3,4.5950927734375,4.5848774909973145,1721047309,13
4,4.568201065063477,4.563179016113281,1721047310,14
5,4.5444254875183105,4.543947219848633,1721047311,15
6,4.521359443664551,4.526546955108643,1721047313,17
7,4.50213623046875,4.5113911628723145,1721047314,18
8,4.4841203689575195,4.4966559410095215,1721047315,19
9,4.465550422668457,4.482430934906006,1721047316,20
10,4.449803829193115,4.4690327644348145,1721047317,21
11,4.429751396179199,4.455399036407471,1721047318,22
12,4.414209842681885,4.44257116317749,1721047319,23
13,4.398257732391357,4.429638385772705,1721047320,24
14,4.382899284362793,4.417372226715088,1721047322,26
15,4.365703105926514,4.404613971710205,1721047323,27
16,4.350395202636719,4.392448902130127,1721047324,28
17,4.334563255310059,4.380421161651611,1721047325,29
18,4.320523738861084,4.368406295776367,1721047326,30
19,4.303958892822266,4.3564534187316895,1721047327,31
20,4.289248943328857,4.344692707061768,1721047328,32
21,4.274861812591553,4.33402156829834,1721047329,33
22,4.260858058929443,4.322068691253662,1721047330,34
23,4.246795177459717,4.310914039611816,1721047331,35
24,4.229311943054199,4.299861907958984,1721047332,36
25,4.215417861938477,4.2898077964782715,1721047333,37
26,4.203427314758301,4.27985954284668,1721047334,38
27,4.1869025230407715,4.270016670227051,1721047335,39
28,4.175055503845215,4.259437084197998,1721047336,40
29,4.158927917480469,4.24959659576416,1721047337,41
30,4.145961284637451,4.240664958953857,1721047338,42
31,4.1333088874816895,4.230692386627197,1721047339,43
32,4.1193766593933105,4.221457481384277,1721047341,45
33,4.108000755310059,4.21272087097168,1721047342,46
34,4.094322204589844,4.203195571899414,1721047343,47
35,4.081214904785156,4.194359302520752,1721047344,48
36,4.06759786605835,4.185018539428711,1721047345,49
37,4.053030490875244,4.176523685455322,1721047346,50
38,4.041720867156982,4.1693339347839355,1721047347,51
39,4.030193328857422,4.159815311431885,1721047348,52
40,4.016992092132568,4.151383399963379,1721047349,53
41,4.003590106964111,4.14187479019165,1721047350,54
42,3.9911792278289795,4.133557319641113,1721047351,55
43,3.9800195693969727,4.124475479125977,1721047352,56
44,3.9671847820281982,4.116771697998047,1721047353,57
45,3.956374406814575,4.107861518859863,1721047354,58
46,3.941739559173584,4.100496292114258,1721047355,59
47,3.93302321434021,4.09225606918335,1721047356,60
48,3.921861410140991,4.085037708282471,1721047357,61
49,3.9105520248413086,4.077943325042725,1721047358,62
50,3.8984944820404053,4.070578098297119,1721047359,63
51,3.8892993927001953,4.063465118408203,1721047360,64
52,3.877012014389038,4.0566253662109375,1721047361,65
53,3.8677000999450684,4.049014568328857,1721047362,66
54,3.8565638065338135,4.040125846862793,1721047363,67
55,3.847985029220581,4.033348560333252,1721047364,68
56,3.837747812271118,4.0267252922058105,1721047365,69
57,3.8254287242889404,4.0218706130981445,1721047366,70
58,3.814387559890747,4.013395309448242,1721047367,71
59,3.805927276611328,4.007365703582764,1721047368,72
60,3.7977826595306396,4.001522064208984,1721047369,73
61,3.7864739894866943,3.9931368827819824,1721047371,75
62,3.778782606124878,3.987220525741577,1721047372,76
63,3.7709410190582275,3.9815287590026855,1721047373,77
64,3.759504795074463,3.973419427871704,1721047374,78
65,3.7500901222229004,3.9656786918640137,1721047375,79
66,3.741192579269409,3.9594247341156006,1721047376,80
67,3.7288970947265625,3.9539272785186768,1721047377,81
68,3.7260074615478516,3.9483606815338135,1721047378,82
69,3.715871572494507,3.9422450065612793,1721047379,83
70,3.7061514854431152,3.936145305633545,1721047380,84
71,3.6960878372192383,3.9307119846343994,1721047381,85
