,metric,value,fold,target
0,MSE,961.4757690429688,0,AR
1,MAE,24.337759017944336,0,AR
2,MdAE,20.84471893310547,0,AR
3,ACPER,0.04116222760290557,0,AR
4,MAPE,19718.455078125,0,AR
5,RMSE,31.007673263549805,0,AR
